# RSSI Measurement Log
# Date: 2026-03-16_11-15-25
# Frequency: 433.0 MHz
# Gain: 40 dB
# Measurement	RSSI (dB)
43.524723,-5.6351447,-79.97,0.72,10:15:26+00:00
43.5247207,-5.6351435,-79.99,0.69,10:15:34+00:00
43.5247214,-5.6351544,-79.97,0.69,10:15:40+00:00
43.5247181,-5.6351575,-79.97,0.72,10:15:46+00:00
43.5247174,-5.6351585,-79.96,0.72,10:15:52+00:00
43.524715,-5.6351617,-79.99,0.72,10:15:58+00:00
43.52471,-5.6351585,-79.98,0.72,10:16:04+00:00
43.5247107,-5.6351534999999995,-79.98,0.69,10:16:10+00:00
43.5247082,-5.6351515,-79.99,0.75,10:16:16+00:00
43.5247074,-5.6351431000000005,-79.98,0.69,10:16:22+00:00
43.5247068,-5.6351571,-79.99,0.62,10:16:28+00:00
43.5247095,-5.6351586000000005,-79.97,0.75,10:16:34+00:00
43.524703099999996,-5.6351636,-79.98,0.71,10:16:40+00:00
43.5246969,-5.635162,-79.98,0.73,10:16:46+00:00
43.5247006,-5.635164,-79.96,0.68,10:16:52+00:00
43.5246991,-5.6351697000000005,-79.98,0.67,10:16:58+00:00
43.5246932,-5.6351554,-79.95,0.65,10:17:04+00:00
43.5246919,-5.6351636,-79.98,0.61,10:17:10+00:00
43.5246898,-5.6351558,-79.99,0.6,10:17:16+00:00
43.524689,-5.6351372,-79.97,0.57,10:17:22+00:00
43.5246863,-5.635131,-79.97,0.62,10:17:28+00:00
43.5246817,-5.6351402,-79.96,0.62,10:17:34+00:00
43.5246786,-5.6351455999999995,-79.97,0.62,10:17:40+00:00
43.5246728,-5.6351407,-79.98,0.54,10:17:46+00:00
43.5246715,-5.6351411,-79.94,0.54,10:17:52+00:00
43.5246674,-5.6351359,-79.98,0.58,10:17:58+00:00
43.5246682,-5.6351273,-79.99,0.56,10:18:04+00:00
43.5246705,-5.6351273,-79.98,0.66,10:18:10+00:00
43.524672699999996,-5.6351357,-79.97,0.65,10:18:16+00:00
43.5246794,-5.6351289,-79.99,0.58,10:18:22+00:00
43.5246817,-5.6351324,-79.99,0.63,10:18:28+00:00
43.5246786,-5.6351359,-79.99,0.59,10:18:34+00:00
43.5246792,-5.635123,-79.98,0.59,10:18:40+00:00
43.5246758,-5.6351253,-79.99,0.6,10:18:46+00:00
43.5246747,-5.6351281,-79.97,0.62,10:18:52+00:00
43.5246816,-5.6351112,-79.96,0.63,10:18:58+00:00
43.5246958,-5.6350872,-79.97,0.66,10:19:04+00:00
43.5247049,-5.6350884,-79.99,0.62,10:19:10+00:00
43.5247091,-5.6350827,-79.96,0.61,10:19:16+00:00
43.5247057,-5.6351017,-79.98,0.64,10:19:22+00:00
43.5247018,-5.6351119,-79.98,0.62,10:19:28+00:00
43.5247058,-5.6351037999999996,-79.96,0.62,10:19:34+00:00
43.5247079,-5.6351108,-79.98,0.64,10:19:40+00:00
43.524708,-5.6351067,-79.98,0.64,10:19:46+00:00
43.5247075,-5.6351057,-79.98,0.62,10:19:52+00:00
43.5247065,-5.6351113999999995,-79.99,0.59,10:19:58+00:00
43.5247088,-5.6351149,-79.97,0.57,10:20:04+00:00
43.5247087,-5.6351214,-79.98,0.57,10:20:10+00:00
43.5247157,-5.6351268,-79.97,0.57,10:20:16+00:00
